"No.","Time","Source","Destination","Protocol","Length","Info"
"2320","27.874102","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=137636 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2321","27.874102","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=139048 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2322","27.874192","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=140460 Win=132608 Len=0"
"2323","27.874857","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","827","Application Data"
"2324","27.876804","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1022","Protected Payload (KP0)"
"2325","27.876804","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","199","Protected Payload (KP0)"
"2326","27.876970","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","89","Protected Payload (KP0)"
"2327","27.877136","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2328","27.877224","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2329","27.877326","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2330","27.878311","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=140460 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2331","27.878311","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2332","27.878368","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=143284 Win=132608 Len=0"
"2333","27.879608","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53919  >  443 [ACK] Seq=1685 Ack=30342 Win=66304 Len=0"
"2334","27.882003","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=143284 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2335","27.882003","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=144696 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2336","27.882098","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=146108 Win=132608 Len=0"
"2337","27.886101","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=146108 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2338","27.886101","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=147520 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2339","27.886193","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=148932 Win=132608 Len=0"
"2340","27.890051","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=148932 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2341","27.890051","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2342","27.890142","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=151756 Win=132608 Len=0"
"2343","27.894121","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=151756 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2344","27.894121","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=153168 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2345","27.894502","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=154580 Win=132608 Len=0"
"2346","27.894889","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","841","Application Data"
"2347","27.898251","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=154580 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2348","27.898251","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=155992 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2349","27.898441","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=157404 Win=132608 Len=0"
"2350","27.901360","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","828","Application Data"
"2351","27.901647","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"2352","27.901647","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1294","443  >  53924 [ACK] Seq=1221 Ack=545 Win=65024 Len=1220 [TCP segment of a reassembled PDU]"
"2353","27.901647","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1294","443  >  53924 [ACK] Seq=2441 Ack=545 Win=65024 Len=1220 [TCP segment of a reassembled PDU]"
"2354","27.901647","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1294","443  >  53924 [ACK] Seq=3661 Ack=545 Win=65024 Len=1220 [TCP segment of a reassembled PDU]"
"2355","27.901647","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","83","Application Data"
"2356","27.901927","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:832::200e","TCP","74","53924  >  443 [ACK] Seq=545 Ack=4890 Win=66304 Len=0"
"2357","27.902147","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=157404 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2358","27.902147","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2359","27.902294","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=160228 Win=132608 Len=0"
"2360","27.902822","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53922 [ACK] Seq=1 Ack=887 Win=31872 Len=0"
"2361","27.904562","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","334","Server Hello, Change Cipher Spec, Application Data, Application Data"
"2362","27.906367","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TLSv1.3","154","Change Cipher Spec, Application Data"
"2363","27.906371","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=160228 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2364","27.906371","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=161640 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2365","27.906547","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=163052 Win=132608 Len=0"
"2366","27.907579","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:832::200e","TLSv1.3","148","Change Cipher Spec, Application Data"
"2367","27.907753","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:832::200e","TLSv1.3","166","Application Data"
"2368","27.907964","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:832::200e","TLSv1.3","867","Application Data"
"2369","27.910940","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=163052 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2370","27.910940","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=164464 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2371","27.911019","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=165876 Win=132608 Len=0"
"2372","27.912309","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53924 [ACK] Seq=4890 Ack=619 Win=65024 Len=0"
"2373","27.912309","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53924 [ACK] Seq=4890 Ack=711 Win=65024 Len=0"
"2374","27.912309","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1050","Application Data, Application Data"
"2375","27.912490","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","105","Application Data"
"2376","27.912511","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:832::200e","TLSv1.3","105","Application Data"
"2377","27.914077","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=165876 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2378","27.914077","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2379","27.914127","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=168700 Win=132608 Len=0"
"2380","27.917856","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=168700 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2381","27.917856","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=170112 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2382","27.917930","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=171524 Win=132608 Len=0"
"2383","27.921685","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=171524 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2384","27.921685","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=172936 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2385","27.921740","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=174348 Win=132608 Len=0"
"2386","27.922850","2404:6800:4009:832::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53924 [ACK] Seq=5897 Ack=1535 Win=68608 Len=0"
"2387","27.925228","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2388","27.926253","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=175760 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2389","27.926283","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=177172 Win=132608 Len=0"
"2390","27.929657","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=177172 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2391","27.929657","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=178584 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2392","27.929688","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=179996 Win=132608 Len=0"
"2393","27.931086","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data, Application Data, Application Data"
"2394","27.931086","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53919 [PSH, ACK] Seq=31754 Ack=1685 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2395","27.931158","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53919  >  443 [ACK] Seq=1685 Ack=33166 Win=66304 Len=0"
"2396","27.933457","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=179996 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2397","27.933457","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=181408 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2398","27.933533","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=182820 Win=132608 Len=0"
"2399","27.937520","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2400","27.937520","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=184232 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2401","27.937577","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=185644 Win=132608 Len=0"
"2402","27.938296","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53919 [ACK] Seq=33166 Ack=1685 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2403","27.938296","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53919 [PSH, ACK] Seq=34578 Ack=1685 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2404","27.938338","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53919  >  443 [ACK] Seq=1685 Ack=35990 Win=66304 Len=0"
"2405","27.941603","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=185644 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2406","27.941603","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=187056 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2407","27.941660","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=188468 Win=132608 Len=0"
"2408","27.946038","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=188468 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2409","27.946038","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=189880 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2410","27.946096","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=191292 Win=132608 Len=0"
"2411","27.949236","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"2412","27.949598","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","99","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2413","27.950029","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2414","27.950029","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=192704 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2415","27.950078","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=194116 Win=132608 Len=0"
"2416","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2417","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2418","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2419","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2420","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2421","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2422","27.952534","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2423","27.952887","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2424","27.953000","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2425","27.953070","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2426","27.953360","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2427","27.953360","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2428","27.953360","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2429","27.953360","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2430","27.953360","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1044","Protected Payload (KP0)"
"2431","27.953802","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2432","27.953891","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2433","27.953949","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","95","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2434","27.955634","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53919 [ACK] Seq=35990 Ack=1685 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2435","27.955634","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53919 [PSH, ACK] Seq=37402 Ack=1685 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2436","27.955634","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=194116 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2437","27.955709","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53919  >  443 [ACK] Seq=1685 Ack=38814 Win=66304 Len=0"
"2438","27.956878","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:832::200e","TCP","74","53924  >  443 [ACK] Seq=1535 Ack=5897 Win=65280 Len=0"
"2439","27.956900","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=195528 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2440","27.956960","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=196940 Win=132608 Len=0"
"2441","27.958496","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=196940 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2442","27.958496","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=198352 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2443","27.958533","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=199764 Win=132608 Len=0"
"2444","27.959705","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1287","Protected Payload (KP0)"
"2445","27.959705","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2446","27.959986","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2447","27.961096","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2448","27.961096","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2449","27.961096","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2450","27.961096","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2451","27.961096","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2452","27.961096","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2453","27.961317","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2454","27.961393","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2455","27.961450","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2456","27.961945","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2457","27.961945","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2458","27.961945","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2459","27.961945","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2460","27.962157","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2461","27.962231","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2462","27.963489","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Protected Payload (KP0)"
"2463","27.963675","2404:6800:4009:829::2008","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","805","Protected Payload (KP0)"
"2464","27.963739","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::2008","QUIC","93","Protected Payload (KP0), DCID=ebffdb54b20f9c53"
"2465","27.964502","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1486","Application Data"
"2466","27.964502","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [PSH, ACK] Seq=201176 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
"2467","27.964558","2402:e280:3dea:2f0:c818:33e0:411:b0eb","64:ff9b::2d2d:94c8","TCP","74","53915  >  443 [ACK] Seq=2890 Ack=202588 Win=132608 Len=0"
"2468","27.964859","64:ff9b::2d2d:94c8","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1486","443  >  53915 [ACK] Seq=202588 Ack=2890 Win=31872 Len=1412 [TCP segment of a reassembled PDU]"
